"","row_id","State","District","SourceYear","DistrictCode","StateCode","Arsenic","Carbonate","Calcium","Chloride","Electrical_Conductivity","Fluorine","Iron","Hydrogencarbonate","Potassium","Magnesium","Nitrate","Sodium","Percentage_Sodium","Phosphate_Ion","Residual_Sodium_Carbonate","Sodium_Absorption_Ratio","Sulfate","Silicon_Dioxide","Hardness_Total","Alkalinity_Total","Total_Dissolved_Solids","Potential_Of_Hydrogen","SDP","Gini_Coefficient"
"45",650228,"Andhra Pradesh","Anantapur",2006,502,28,NA,25.75,69.875,284.09375,1940.3125,1.2498125,NA,326.1875,51.678125,64.629375,214.822580645161,207.5625,NA,NA,5.21272727272727,4.550625,105.53125,NA,440.15625,283.465625,NA,8.221875,141610,0.27
"46",750228,"Andhra Pradesh","Anantapur",2007,502,28,NA,NA,100.692307692308,244.923076923077,1923.84615384615,2.86076923076923,NA,548.192307692308,50.55,48.4957692307692,134.461538461538,215.384615384615,NA,NA,7.665,4.455,78.8461538461538,NA,450.692307692308,449.338461538462,NA,7.74653846153846,159270,0.27
"47",850228,"Andhra Pradesh","Anantapur",2008,502,28,NA,NA,36.32,342.56,2430.8,1.11656,NA,518.28,103.428571428571,82.1732,204.833333333333,302,NA,NA,7.66727272727273,6.5488,138.92,NA,428.6,424.832,NA,7.8896,163341,0.27
"48",950228,"Andhra Pradesh","Anantapur",2009,502,28,NA,36,73.3636363636364,244.909090909091,1787.40909090909,1.46090909090909,NA,398.772727272727,55.8181818181818,33.0895454545455,144.666666666667,233.545454545455,NA,NA,7.96181818181818,6.19409090909091,104.136363636364,NA,319.136363636364,329.595454545455,NA,7.81090909090909,174401,0.27
"49",1050228,"Andhra Pradesh","Anantapur",2010,502,28,NA,NA,81.92,217.92,1787.72,1.6332,NA,470,48.6086956521739,46.362,148.826086956522,212.4,NA,NA,6.876,4.6448,102.6,NA,395.08,385.252,NA,7.6864,186041,0.27
"50",1150228,"Andhra Pradesh","Anantapur",2011,502,28,NA,NA,59.1304347826087,258.478260869565,1914.86956521739,1.20739130434783,NA,389.130434782609,58.6086956521739,49.6804347826087,136.739130434783,251.739130434783,NA,NA,8.7725,5.58739130434783,169.608695652174,NA,351.869565217391,318.982608695652,NA,7.85434782608696,339996,0.27
"51",1250228,"Andhra Pradesh","Anantapur",2012,502,28,NA,NA,NA,177.913043478261,1518.26086956522,1.30478260869565,NA,NA,NA,NA,117.681818181818,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.70347826086957,341335,0.27
"52",1350228,"Andhra Pradesh","Anantapur",2013,502,28,NA,18,58.7741935483871,215.451612903226,1598.93548387097,1.39633333333333,NA,363.064516129032,46.4285714285714,45.9290322580645,89.1193548387097,191.290322580645,NA,NA,4.8225,4.87354838709677,104.129032258065,NA,335.548387096774,300.512903225806,NA,7.94516129032258,360239,0.27
"53",1450228,"Andhra Pradesh","Anantapur",2014,502,28,NA,123,84.6551724137931,256.068965517241,1987.93103448276,1.04689655172414,NA,417.827586206897,92.8275862068966,54.5779310344828,159.551724137931,202.172413793103,NA,NA,-3.16413793103448,4.49448275862069,141.051724137931,NA,435.689655172414,356.619655172414,NA,7.78103448275862,397064,0.27
"54",1550228,"Andhra Pradesh","Anantapur",2015,502,28,NA,0,123.461538461538,277.346153846154,2173.84615384615,0.985384615384615,0.0818181818181818,576.692307692308,114.230769230769,49.5992307692308,132.446153846154,196.576923076923,NA,NA,-1.58153846153846,3.89230769230769,111.6,NA,512.038461538462,472.699230769231,NA,7.41961538461538,446997,0.27
"55",1650228,"Andhra Pradesh","Anantapur",2016,502,28,NA,0,132.8,323.1,2449.33333333333,1.03966666666667,NA,555.333333333333,84.8333333333333,41.9333333333333,270.866666666667,280.833333333333,NA,NA,NA,NA,91.4,NA,504.5,NA,1565.53333333333,7.762,477566,0.27
"56",1750228,"Andhra Pradesh","Anantapur",2017,502,28,NA,NA,120,296.272727272727,2314.86363636364,0.951363636363636,NA,595.090909090909,124.031818181818,52.75,157.131818181818,228.772727272727,NA,NA,-1.14727272727273,4.62136363636364,126.454545454545,NA,516.363636363636,487.780454545455,NA,7.52363636363636,526626,0.27
"57",1850228,"Andhra Pradesh","Anantapur",2018,502,28,NA,0,113.027777777778,274.694444444444,1976.94444444444,1.21583333333333,0,475.666666666667,53.0333333333333,70.8652777777778,155.944444444444,164.166666666667,NA,0,-7.34555555555556,3.04833333333333,84.9944444444444,0,573.472222222222,389.891111111111,0,7.75388888888889,558862,0.27
"58",50328,"Andhra Pradesh","Chittoor",2000,503,28,NA,15.7190476190476,39.1818181818182,145.636363636364,1178.86363636364,0.852181818181818,NA,252.568181818182,18.4454545454545,46.9318181818182,68.1909090909091,125.554545454545,NA,NA,4.13125,3.03645454545455,45.1090909090909,NA,290.954545454545,NA,NA,8.74863636363636,126035,0.31
"59",150328,"Andhra Pradesh","Chittoor",2001,503,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131750,0.31
"60",250328,"Andhra Pradesh","Chittoor",2002,503,28,NA,NA,NA,210.210526315789,1383.15789473684,0.696486486486486,NA,NA,NA,NA,85.1876315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30552631578947,134749,0.31
"61",350328,"Andhra Pradesh","Chittoor",2003,503,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147950,0.31
"62",450328,"Andhra Pradesh","Chittoor",2004,503,28,NA,16.8888888888889,60.2222222222222,268.148148148148,1403.14814814815,0.31037037037037,NA,192.296296296296,30.4888888888889,53.1840740740741,85.8444444444444,136.666666666667,NA,NA,-7.44307692307692,3.46074074074074,75.8076923076923,NA,369,185.777777777778,NA,8.60148148148148,121388,0.31
"63",550328,"Andhra Pradesh","Chittoor",2005,503,28,NA,30,107.416666666667,283.75,1718.125,0.418333333333333,NA,435.416666666667,29.375,48.9591666666667,56.2272727272727,161.666666666667,NA,NA,3.84888888888889,3.51125,51.2083333333333,NA,469.375,358.995833333333,NA,7.80958333333333,128150,0.31
"64",650328,"Andhra Pradesh","Chittoor",2006,503,28,NA,55,65.3157894736842,181.289473684211,1306.18421052632,0.616631578947368,NA,278.815789473684,17.4789473684211,44.8018421052632,97.2352941176471,130.578947368421,NA,NA,3.41125,3.16342105263158,60.3947368421053,NA,348.921052631579,257.489473684211,NA,8.145,141610,0.31
"65",750328,"Andhra Pradesh","Chittoor",2007,503,28,NA,NA,104.051282051282,262.102564102564,1768.46153846154,0.886923076923077,NA,473.538461538462,19.4358974358974,41.5525641025641,89.0027777777778,191.794871794872,NA,NA,4.02714285714286,3.93384615384615,54.1621621621622,NA,430.51282051282,388.151282051282,NA,7.17333333333333,159270,0.31
"66",850328,"Andhra Pradesh","Chittoor",2008,503,28,NA,NA,75.2302702702703,187.702702702703,1302.43243243243,0.670810810810811,NA,373.054054054054,23.1714285714286,45.4402702702703,73.5777777777778,132.378378378378,NA,NA,3.56571428571429,2.95027027027027,61.4297297297297,NA,374.594594594595,305.789189189189,NA,7.63918918918919,163341,0.31
"67",950328,"Andhra Pradesh","Chittoor",2009,503,28,NA,14,43.5,196.4375,1233.09375,0.5771875,NA,262,17.1290322580645,35.6490625,62.2041379310345,154.5,NA,NA,3.71714285714286,4.1471875,58.509375,NA,255.15625,216.94375,NA,7.971875,174401,0.31
"68",1050328,"Andhra Pradesh","Chittoor",2010,503,28,NA,NA,79.2972972972973,163.27027027027,1439.45945945946,0.949459459459459,NA,407.864864864865,22.6486486486486,33.8067567567568,76.5361111111111,160.243243243243,NA,NA,4.62842105263158,3.97945945945946,74.8621621621622,NA,336.891891891892,334.324324324324,NA,7.71243243243243,186041,0.31
"69",1150328,"Andhra Pradesh","Chittoor",2011,503,28,NA,NA,80.4347826086957,207.913043478261,1317.5652173913,0.6,NA,356.652173913043,15.8282608695652,33.9565217391304,64.3478260869565,138,NA,NA,4.51333333333333,3.13652173913043,18.5760869565217,NA,340.347826086957,292.339130434783,NA,7.58652173913043,339996,0.31
"70",1250328,"Andhra Pradesh","Chittoor",2012,503,28,NA,NA,NA,199.529411764706,1491.79411764706,0.589411764705882,NA,NA,NA,NA,50.0606060606061,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.31264705882353,341335,0.31
"71",1350328,"Andhra Pradesh","Chittoor",2013,503,28,NA,12,55.3333333333333,191.583333333333,1197.95833333333,0.62,NA,253.708333333333,6.125,40.08375,39.64875,132.416666666667,NA,NA,3.23666666666667,3.45916666666667,74.4875,NA,302.916666666667,208.791666666667,NA,7.93791666666667,360239,0.31
"72",1450328,"Andhra Pradesh","Chittoor",2014,503,28,NA,72,80.9032258064516,295.451612903226,1623.06451612903,0.535483870967742,NA,346.096774193548,13.2258064516129,48.7241935483871,30,184.645161290323,NA,NA,-4.4341935483871,3.99258064516129,80.8387096774194,NA,402.258064516129,291.427419354839,NA,7.68064516129032,397064,0.31
"73",1550328,"Andhra Pradesh","Chittoor",2015,503,28,NA,0,97.3125,196.6875,1348.125,0.5175,0.3825,394.875,19.5625,33.890625,24.4,121.9375,NA,NA,-2.3425,2.67875,50.76875,NA,382.1875,323.668125,NA,7.2325,446997,0.31
"74",1650328,"Andhra Pradesh","Chittoor",2016,503,28,NA,0,109.166666666667,277.229166666667,1730.97916666667,0.744583333333333,NA,423.666666666667,16.9166666666667,46.7916666666667,81.3541666666667,182.5625,NA,NA,NA,NA,74.0625,NA,465.3125,NA,1046.97916666667,7.58708333333333,477566,0.31
"75",1750328,"Andhra Pradesh","Chittoor",2017,503,28,NA,NA,117,276.233333333333,1946.66666666667,0.585666666666667,NA,447.8,17.4666666666667,50.4296666666667,31.4333333333333,155.3,NA,NA,-5.29466666666667,2.85666666666667,56.6333333333333,NA,499.333333333333,367.048666666667,NA,7.555,526626,0.31
"76",1850328,"Andhra Pradesh","Chittoor",2018,503,28,NA,0,90.03125,237.8125,1439.8125,0.6871875,0,376.53125,21.09,50.6159375,25.3,122.96875,NA,0,-4.970625,2.4590625,52.628125,0,432.8125,308.6321875,0,7.708125,558862,0.31
"77",50528,"Andhra Pradesh","East Godavari",2000,505,28,NA,11.2857142857143,30.5454545454545,248.969696969697,1519.24242424242,0.266363636363636,NA,279.575757575758,38.0515151515152,55.5151515151515,52.6,186.727272727273,NA,NA,2.3408,4.77018181818182,130.969696969697,NA,305.181818181818,NA,NA,8.66393939393939,126035,0.28
"78",150528,"Andhra Pradesh","East Godavari",2001,505,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131750,0.28
"79",250528,"Andhra Pradesh","East Godavari",2002,505,28,NA,NA,NA,347.314285714286,1806,0.470857142857143,NA,NA,NA,NA,65.8178571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51514285714286,134749,0.28
"80",350528,"Andhra Pradesh","East Godavari",2003,505,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147950,0.28
"81",450528,"Andhra Pradesh","East Godavari",2004,505,28,NA,2.27586206896552,48.5714285714286,394.766666666667,1722.5,0.468433333333333,NA,268.033333333333,43.2192307692308,62.0453333333333,62.1666666666667,200.178571428571,NA,NA,-5.8,4.37892857142857,106.433333333333,NA,368.333333333333,223.373333333333,NA,8.02866666666667,121388,0.28
"82",550528,"Andhra Pradesh","East Godavari",2005,505,28,NA,NA,50.8125,343.84375,1688.0625,0.291375,NA,297,26.984375,54.818125,56.038125,231.09375,NA,NA,3.11846153846154,4.865,98.096875,NA,352.34375,243.4375,NA,7.9803125,128150,0.28
"83",650528,"Andhra Pradesh","East Godavari",2006,505,28,NA,46.1052631578947,55,322.235294117647,1643.82352941176,0.211382352941176,NA,228.147058823529,32.5794117647059,60.0964705882353,83.6,181.911764705882,NA,NA,2.38,3.82911764705882,80.2058823529412,NA,385,229.958823529412,NA,8.37441176470588,141610,0.28
"84",750528,"Andhra Pradesh","East Godavari",2007,505,28,NA,NA,66.8235294117647,331.676470588235,1907.94117647059,0.445647058823529,NA,420,40.1558823529412,59.5408823529412,86,229.411764705882,NA,NA,5.95230769230769,4.79558823529412,88.1470588235294,NA,411.617647058824,344.276470588235,NA,7.74705882352941,159270,0.28
"85",850528,"Andhra Pradesh","East Godavari",2008,505,28,NA,12,53.3793103448276,299.545454545455,1506.47058823529,0.32125,NA,290.58064516129,33.3857142857143,51.9708823529412,41.4726923076923,179.758620689655,NA,NA,4.39846153846154,4.02206896551724,67.2121212121212,NA,327.352941176471,256.639393939394,NA,8.20852941176471,163341,0.28
"86",950528,"Andhra Pradesh","East Godavari",2009,505,28,NA,55.96875,40.59375,268.71875,1480.03125,0.3321875,NA,222.09375,32.25,44.9715625,43.4925,195.25,NA,NA,5.00714285714286,4.50875,59.78125,NA,286.25,275.325,NA,8.703125,174401,0.28
"87",1050528,"Andhra Pradesh","East Godavari",2010,505,28,NA,NA,74.875,352.375,1976.40625,0.4875,NA,406.40625,31.2666666666667,68.5478125,61.898275862069,220.28125,NA,NA,3.62769230769231,4.2196875,101.7125,NA,468.75,333.128125,NA,7.7796875,186041,0.28
"88",1150528,"Andhra Pradesh","East Godavari",2011,505,28,NA,NA,78.1142857142857,256.6,1580,0.455142857142857,NA,448.942857142857,35.9171428571429,34.5565714285714,24.3458823529412,184.542857142857,NA,NA,3.65083333333333,3.99942857142857,38.2222857142857,NA,337.028571428571,367.991428571429,NA,7.75628571428571,339996,0.28
"89",1250528,"Andhra Pradesh","East Godavari",2012,505,28,NA,NA,NA,224.666666666667,1494.83333333333,0.398333333333333,NA,NA,NA,NA,23.7407407407407,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.765,341335,0.28
"90",1350528,"Andhra Pradesh","East Godavari",2013,505,28,NA,12,45.8214285714286,253.482142857143,1418.89285714286,0.315,NA,316.892857142857,22.9259259259259,44.9264285714286,36.7566037735849,182.839285714286,NA,NA,2.62258064516129,4.24464285714286,67.1410714285714,NA,299.107142857143,260.121428571429,NA,8.06178571428571,360239,0.28
"91",1450528,"Andhra Pradesh","East Godavari",2014,505,28,NA,34.4,41.8275862068966,256.379310344828,1425.77966101695,0.358,NA,268.275862068966,35.5325862068966,46.7403448275862,47.9274137931034,183.036206896552,NA,NA,-2.47689655172414,4.3748275862069,78.2206896551724,NA,296.603448275862,234.726551724138,NA,8.13423728813559,397064,0.28
"92",1550528,"Andhra Pradesh","East Godavari",2015,505,28,NA,4,73.5294117647059,192.588235294118,1435.11764705882,0.252647058823529,0.511153846153846,410.647058823529,26.6176470588235,40.1202941176471,41.5323529411765,154.085294117647,NA,NA,-0.206666666666667,3.20352941176471,66.8970588235294,NA,348.470588235294,343.066470588235,NA,7.88970588235294,446997,0.28
"93",1650528,"Andhra Pradesh","East Godavari",2016,505,28,NA,2.41176470588235,61.5098039215686,208.274509803922,1374.3431372549,0.384705882352941,NA,341.686274509804,24.2549019607843,42.656862745098,29.9117647058824,150.362745098039,NA,NA,NA,NA,81.5098039215686,NA,328.848039215686,NA,808.627450980392,7.89950980392157,477566,0.28
